"候補識別情報","配置","ファイル種別","関連する既知ファイル","関連する未解決事項","候補とした根拠","既存調査との関係","推定される役割","確度","内容調査の期待効果","調査リスク","優先度","候補群","次段階で推奨する確認内容"
"C:\fchart\chokan\KABUJOHO\D070510.csv","C:\fchart\chokan\KABUJOHO\D070510.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\KABUJOHO\D070511.csv","C:\fchart\chokan\KABUJOHO\D070511.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\KABUJOHO\D070514.csv","C:\fchart\chokan\KABUJOHO\D070514.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\KABUJOHO\D070515.csv","C:\fchart\chokan\KABUJOHO\D070515.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\KABUJOHO\D070516.csv","C:\fchart\chokan\KABUJOHO\D070516.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\KABUJOHO\D070517.csv","C:\fchart\chokan\KABUJOHO\D070517.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\KABUJOHO\D070518.csv","C:\fchart\chokan\KABUJOHO\D070518.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\KABUJOHO\D070521.csv","C:\fchart\chokan\KABUJOHO\D070521.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\KABUJOHO\D070522.csv","C:\fchart\chokan\KABUJOHO\D070522.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\KABUJOHO\D070523.csv","C:\fchart\chokan\KABUJOHO\D070523.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\KABUJOHO\D070524.csv","C:\fchart\chokan\KABUJOHO\D070524.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\KABUJOHO\D070525.csv","C:\fchart\chokan\KABUJOHO\D070525.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
